0	0	0.60792323	0.054649967	0.337426803
0	0	0.809054138	0.018330491	0.172615372
0	0	0.433455108	0.196328295	0.370216597
0	1	0.281759921	0.433961302	0.284278777
0	0	0.585816962	0.060709937	0.353473101
0	2	0.46879782	0.047692378	0.483509802
0	0	0.592436868	0.074495917	0.333067215
0	0	0.495441406	0.091144767	0.413413827
0	0	0.793378016	0.012613905	0.194008078
0	0	0.765598097	0.014021016	0.220380887
0	2	0.340287762	0.195291169	0.464421069
0	0	0.489647992	0.065791243	0.444560765
0	2	0.35381224	0.080203438	0.565984322
0	0	0.642130462	0.055124347	0.30274519
0	0	0.503417574	0.037274893	0.459307533
0	0	0.645564174	0.082320867	0.27211496
0	0	0.570573651	0.048295687	0.381130662
0	0	0.411309816	0.198690183	0.390000001
0	0	0.572898732	0.074545447	0.352555821
0	1	0.276235967	0.460105336	0.263658697
0	0	0.397364843	0.367548344	0.235086812
0	1	0.096887308	0.802673898	0.100438794
0	0	0.477632902	0.203637703	0.318729395
0	0	0.473619077	0.242088501	0.284292422
0	0	0.470197745	0.077227325	0.45257493
0	1	0.025172697	0.931932102	0.042895201
0	1	0.187398345	0.633485136	0.179116519
0	2	0.365798286	0.23415471	0.400047004
0	0	0.532740653	0.08199307	0.385266278
0	0	0.488243462	0.145287448	0.36646909
0	0	0.470683252	0.070392405	0.458924343
0	0	0.427319854	0.158528249	0.414151896
0	2	0.434836418	0.110948919	0.454214662
0	0	0.614610454	0.073206825	0.312182721
0	0	0.550185596	0.231124302	0.218690102
0	1	0.312791898	0.543722011	0.143486091
0	0	0.450359766	0.128592275	0.421047959
0	0	0.708622047	0.036974271	0.254403682
0	0	0.489638792	0.105368946	0.404992262
0	0	0.557834412	0.047174909	0.394990679
0	0	0.580279654	0.101383479	0.318336866
0	2	0.379518575	0.169915889	0.450565536
0	0	0.407394295	0.252593506	0.3400122
0	1	0.281848352	0.375241255	0.342910393
0	0	0.560895378	0.135102587	0.304002035
0	1	0.20832833	0.634676452	0.156995218
0	0	0.512319281	0.117701061	0.369979658
0	0	0.60264821	0.071046431	0.326305359
0	2	0.338359011	0.256186961	0.405454028
0	0	0.505976168	0.071692746	0.422331086
0	0	0.667609306	0.004558088	0.327832606
0	1	0.03073245	0.940036863	0.029230687
0	2	0.348367972	0.283456681	0.368175347
0	0	0.578429246	0.008831424	0.412739331
0	0	0.461562963	0.106742402	0.431694635
0	0	0.760678917	0.031970428	0.207350655
0	0	0.553923044	0.117416303	0.328660653
0	1	0.184511288	0.723145643	0.092343068
0	0	0.548544147	0.098491255	0.352964598
0	2	0.385356514	0.148884214	0.465759272
0	1	0.135935237	0.712641561	0.151423201
0	0	0.522739821	0.062382443	0.414877737
0	2	0.402209173	0.195541432	0.402249396
0	2	0.382721263	0.084606149	0.532672587
0	0	0.650365334	0.021332554	0.328302112
0	2	0.369014215	0.209984804	0.421000982
0	0	0.670476801	0.038736763	0.290786436
0	2	0.300713585	0.323260424	0.376025991
