1	1	0.00770144	0.894895807	0.048701377	0.048701377
3	3	0.080005873	0.364672628	0.277660749	0.277660749
0	0	0.901109776	0.093805838	0.002542193	0.002542193
3	3	0.444739915	0.231780233	0.161739926	0.161739926
0	0	0.754527837	0.119628627	0.062921768	0.062921768
0	0	0.952532976	0.03753691	0.004965057	0.004965057
3	3	0.054636252	0.237079995	0.354141877	0.354141877
3	3	0.109963641	0.174382257	0.357827051	0.357827051
2	2	0.001390336	0.007631204	0.49548923	0.49548923
0	0	0.959768816	0.034740024	0.00274558	0.00274558
2	2	1.90594E-05	0.005567831	0.497206555	0.497206555
0	0	0.964289269	0.027283751	0.00421349	0.00421349
0	0	0.967786479	0.025857779	0.003177871	0.003177871
0	0	0.999118125	0.00065421	0.000113833	0.000113833
1	0	0.639992188	0.359227528	0.000390142	0.000390142
2	2	0.002765514	0.003893959	0.496670264	0.496670264
3	3	0.052134044	0.350239835	0.298813061	0.298813061
0	0	0.962363073	0.016837218	0.010399854	0.010399854
2	2	0.007767522	0.017952891	0.487139794	0.487139794
3	3	0.032810535	0.11959962	0.423794922	0.423794922
0	0	0.989051459	0.010367194	0.000290674	0.000290674
1	1	0.431423229	0.532290598	0.018143086	0.018143086
2	2	0.001228578	0.006690293	0.496040564	0.496040564
2	2	0.001193676	0.002171541	0.498317392	0.498317392
2	2	0.000134104	0.001214289	0.499325804	0.499325804
2	2	0.007931387	0.072619099	0.459724757	0.459724757
2	2	0.000486384	0.004267562	0.497623027	0.497623027
2	2	0.059008036	0.065994647	0.437498658	0.437498658
0	0	0.991805094	0.007789889	0.000202509	0.000202509
1	1	0.001768648	0.965759865	0.016235744	0.016235744
0	1	0.30494897	0.559724361	0.067663335	0.067663335
0	0	0.952398119	0.036371414	0.005615233	0.005615233
1	1	0.03110423	0.912915964	0.027989903	0.027989903
2	2	0.000806894	0.00275781	0.498217648	0.498217648
2	2	1.59754E-05	0.000198036	0.499892994	0.499892994
3	3	0.345423285	0.504804173	0.074886271	0.074886271
3	3	0.821607082	0.162839048	0.007776935	0.007776935
