0	0	0.529234548	0.417937422	0.013570953	0.039257076
0	0	0.993312253	0.003094867	0.000326295	0.003266585
0	0	0.996472935	0.000741502	0.000465205	0.002320359
0	0	0.970592404	0.006244535	0.0003255	0.022837561
0	0	0.859924269	0.037104725	0.040372317	0.062598688
0	0	0.811925336	0.034257598	0.005090665	0.148726401
0	0	0.986070244	0.011087603	0.00168342	0.001158733
0	1	0.178740543	0.338571492	0.167542202	0.315145763
0	0	0.767864036	0.090261651	0.011499605	0.130374709
0	2	0.249893088	0.114552494	0.341597512	0.293956906
2	2	0.002993782	0.144841127	0.842638018	0.009527072
0	0	0.841960441	0.06970228	0.060300056	0.028037223
0	1	0.16287078	0.816851344	0.007476443	0.012801433
0	0	0.989725775	0.005715192	0.002159611	0.002399422
0	0	0.991274539	0.005573323	0.000400513	0.002751625
0	0	0.497695736	0.104051807	0.029624121	0.368628336
0	0	0.920507541	0.052129197	0.001515469	0.025847792
2	2	0.000108419	0.065578651	0.929503155	0.004809775
2	1	0.001285788	0.922946961	0.074818993	0.000948258
2	2	0.000599716	0.029154276	0.969326575	0.000919433
0	0	0.970634049	0.006879524	0.000807308	0.021679119
2	2	0.012845731	0.116969303	0.795691491	0.074493475
0	0	0.98897978	0.006727973	0.000480934	0.003811314
0	2	0.164782399	0.253186358	0.310948036	0.271083207
2	2	0.005422861	0.212262477	0.780569366	0.001745295
0	3	0.19703951	0.295215107	0.198602287	0.309143097
0	3	0.445214181	0.024499568	0.08158582	0.448700431
0	0	0.54282337	0.447145472	0.004129201	0.005901957
2	0	0.450874162	0.15898157	0.33248285	0.057661418
2	2	0.005150231	0.029205047	0.957898219	0.007746503
0	0	0.964964494	0.018870339	0.00199709	0.014168077
2	2	0.32738668	0.031007899	0.599108059	0.042497361
0	0	0.982674769	0.011817461	0.000770418	0.004737351
2	2	0.120114003	0.061260871	0.707290389	0.111334737
2	1	0.007280938	0.743790739	0.232074799	0.016853523
0	0	0.994137599	0.000857594	0.000590832	0.004413975
2	1	0.206120476	0.465615801	0.264743341	0.063520382
2	1	0.001471599	0.624998584	0.359297014	0.014232803
2	2	0.254349059	0.182967323	0.379368327	0.183315291
0	1	0.317137501	0.679960995	0.000974175	0.00192733
0	0	0.396784548	0.201178673	0.193483731	0.208553048
0	2	0.161248014	0.219125284	0.537723045	0.081903657
2	2	0.070923736	0.157970002	0.59176237	0.179343893
2	2	0.021000026	0.067709309	0.87421267	0.037077995
0	0	0.66552611	0.209239153	0.086459653	0.038775084
2	2	0.039570574	0.268133704	0.585043235	0.107252487
2	2	0.013745045	0.003833117	0.981202048	0.00121979
0	0	0.907926804	0.001940147	0.008432251	0.081700798
0	0	0.486635227	0.126104991	0.129013213	0.258246569
0	0	0.554981848	0.040054275	0.351192817	0.05377106
2	2	0.010799858	0.29100284	0.435255419	0.262941882
0	0	0.893065766	0.080830973	0.00467608	0.02142718
2	3	0.137121168	0.03960142	0.276487324	0.546790087
2	2	0.000302771	0.001783758	0.997669956	0.000243515
2	0	0.410813288	0.128231705	0.15994641	0.301008596
0	0	0.96349185	0.021945542	0.001007492	0.013555116
0	0	0.724004687	0.043654129	0.072305331	0.160035852
0	2	0.236342428	0.072260794	0.57540936	0.115987418
0	3	0.242993884	0.169938443	0.121928679	0.465138994
2	2	0.349598652	0.221713451	0.382598367	0.046089529
2	2	0.038283585	0.06733103	0.865511972	0.028873413
2	3	0.013073435	0.1361398	0.125271364	0.725515401
0	0	0.996508961	0.002586895	0.000455508	0.000448637
0	0	0.989468745	0.001326002	0.001560128	0.007645125
2	2	0.203194573	0.158660073	0.437975954	0.2001694
2	2	4.93452E-05	0.026979706	0.97202835	0.000942598
0	0	0.916074338	0.073958011	0.001705396	0.008262255
2	2	0.006881519	0.0120124	0.977442505	0.003663575
0	0	0.997319255	0.001251535	7.18102E-05	0.0013574
2	2	0.021047731	0.274621221	0.574323467	0.130007582
0	2	0.094916583	0.170493714	0.728216524	0.006373179
0	0	0.99491281	0.002439407	0.000184106	0.002463677
0	0	0.989472031	0.003405772	0.005704022	0.001418176
2	2	0.013509879	0.109543442	0.864819838	0.01212684
0	0	0.645043099	0.161954776	0.065412746	0.127589379
0	0	0.755041907	0.12907237	0.06902531	0.046860413
0	0	0.987448468	0.007667758	0.002685386	0.002198388
0	0	0.976219443	0.015292881	0.001524837	0.00696284
0	0	0.544479658	0.384533374	0.015561977	0.05542499
0	0	0.990220932	0.004989462	0.002836095	0.001953511
2	1	0.076150906	0.394578053	0.334326137	0.194944904
2	2	0.011822558	0.085149571	0.901814977	0.001212894
0	1	0.167052315	0.724735692	0.094765652	0.013446341
0	0	0.913701428	0.023793296	0.011750595	0.050754681
2	0	0.415708857	0.100693893	0.262194122	0.221403129
0	0	0.872539519	0.014075109	0.099485106	0.013900266
0	0	0.673762201	0.138528659	0.071849757	0.115859382
0	0	0.978649728	0.013294811	0.005224054	0.002831407
0	3	0.109709465	0.067500543	0.011491822	0.81129817
2	2	0.30739083	0.175268661	0.44222553	0.07511498
0	0	0.985300118	0.008319035	0.000730334	0.005650513
2	1	0.002039994	0.84256182	0.138081907	0.017316279
2	2	0.008994142	0.19218789	0.783580255	0.015237713
0	0	0.972133207	0.01118186	0.000501422	0.01618351
0	0	0.988965276	0.002481986	0.003116652	0.005436085
2	2	0.008293303	0.140210978	0.830849169	0.020646551
0	0	0.738922245	0.047346491	0.155600636	0.058130629
0	0	0.73207757	0.162063215	0.060086577	0.045772637
0	0	0.50692259	0.449060808	0.009061714	0.034954888
2	2	0.001570413	0.014960874	0.977539222	0.005929491
0	0	0.973486033	0.0138389	0.010431014	0.002244053
2	2	0.026560891	0.153782593	0.720496004	0.099160512
2	3	0.014618855	0.293862543	0.162294424	0.529224178
0	0	0.950515673	0.042436322	0.000448433	0.006599571
2	2	0.00061593	0.029751436	0.968721735	0.0009109
2	1	0.00436503	0.573882695	0.270866211	0.150886064
0	1	0.322701174	0.666891082	0.003688156	0.006719587
0	0	0.77388332	0.069743283	0.009566057	0.14680734
0	0	0.970191925	0.005387028	0.00562035	0.018800696
2	2	0.000192829	0.156655707	0.826459115	0.016692349
2	2	0.002627245	0.003032647	0.993799826	0.000540282
2	2	0.006595988	0.035338096	0.956577278	0.001488638
2	2	0.001185709	0.01430402	0.982441323	0.002068949
0	3	0.311561927	0.096659851	0.236110076	0.355668146
2	2	2.71547E-06	0.001930174	0.998056856	1.0254E-05
0	0	0.842038835	0.113219242	0.031413136	0.013328787
0	1	0.310894528	0.65901989	0.007873114	0.022212467
0	0	0.774627696	0.037904981	0.094394473	0.09307285
0	0	0.846663301	0.060237983	0.013880752	0.079217964
0	0	0.963071509	0.024535662	0.008620367	0.003772461
2	1	0.022147875	0.846272618	0.13109753	0.000481977
2	2	0.109754291	0.24533979	0.577982822	0.066923097
0	0	0.998152907	0.000464175	0.001035523	0.000347395
2	1	0.444676499	0.544488623	0.001180156	0.009654721
0	0	0.997280894	0.001978487	0.000194472	0.000546147
2	2	0.170140893	0.166738526	0.549345119	0.113775462
2	1	0.003804782	0.541508465	0.45050028	0.004186473
2	2	0.023610586	0.030041962	0.944065126	0.002282326
0	0	0.409351362	0.216886433	0.175225526	0.198536679
0	0	0.83417235	0.051523604	0.086612144	0.027691902
2	2	0.003168109	0.066064718	0.92014828	0.010618894
0	1	0.022276446	0.959420894	0.012182858	0.006119803
0	0	0.416692803	0.152330007	0.302036921	0.128940269
0	2	0.245361805	0.218947917	0.29845939	0.237230888
2	2	0.003209186	0.102116809	0.890619546	0.004054459
0	0	0.88097222	0.088334089	0.002535843	0.028157848
2	1	0.001808946	0.590898445	0.170177867	0.237114742
2	2	0.019466048	0.090901073	0.861583352	0.028049528
